,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,2.215072039554201,22.80531313102339,0.0,0.29808047297604645,0.29808047297604645
Motivational state 1,2.215072039554201,0.0,23.91284915080049,0.29808047297604645,0.0,0.20608777513669674
Motivational state 2,22.80531313102339,23.91284915080049,0.0,0.29808047297604645,0.20608777513669674,0.0
