,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,15.295789058618197,109.23186370513287,0.0,0.7699270553791102,0.7699270553791102
Motivational state 1,15.295789058618197,0.0,124.03525464166876,0.7699270553791102,0.0,0.4491217163927068
Motivational state 2,109.23186370513287,124.03525464166876,0.0,0.7699270553791102,0.4491217163927068,0.0
