1(6.1032173600101745, 6.850398177188485)
1(5.1552143795194265, 5.746914911818603)
1(4.7749823092940975, 5.25487642863116)
1(5.2498140350225295, 5.672638759267603)
1(4.414184521855919, 4.8338447182013455)
1(4.058767767062394, 4.45111465870612)
1(5.254479588700684, 5.642540260860608)
1(5.615313563379789, 5.985827016271218)
1(3.299929632871663, 3.612026688993342)
1(4.8497707823446845, 5.124287723973773)
1(7.3447010846060685, 7.587251877411367)
1(3.6262318332694927, 3.85898494062056)
1(3.0634056144668222, 3.2554733142141763)
1(5.4900397755051475, 5.673725091302648)
1(2.8128164688017896, 2.974932886310081)
1(4.39987763069062, 4.553130386954477)
1(3.4099807833116946, 3.5615325525579724)
1(3.233586923170489, 3.3589248200620596)
1(6.243142398975919, 6.368341685928188)
1(5.686554645523043, 5.809784429646114)
1(6.082189191241615, 6.20518833217617)
1(4.125445274824019, 4.248368524148925)
1(6.335070026313575, 6.455054975696476)
1(5.889559655292866, 5.9987624308309915)
1(4.96871421574263, 5.075421862329718)
1(4.560067223984015, 4.6647485861919735)
1(5.613553146278482, 5.7102854397673894)
1(4.4236057014868715, 4.519844538074959)
1(5.328641275153887, 5.414102579117075)
1(7.885599222212242, 7.962184639403442)
1(4.201313911031869, 4.277234197046868)
1(5.158092923962017, 5.233037211450636)
1(3.8095135473459116, 3.87754882432987)
1(5.688280083686789, 5.754886658461131)
1(5.257000635066996, 5.320542198602321)
1(4.146361241711258, 4.20671180114405)
1(4.542557639339989, 4.596895112969617)
1(6.245043441516687, 6.294728061474825)
1(3.878041442897725, 3.9203665160049503)
1(3.329792122998182, 3.3720821056464256)
1(5.3787547353676395, 5.420015674241487)
1(5.314558418711889, 5.355521417048381)
1(3.7711994497471597, 3.8098058724058035)
1(3.9435060787736034, 3.979778597633549)
1(4.102795470667425, 4.13772915207418)
1(3.0774706297852035, 3.111760059768495)
1(6.595193400641595, 6.626803214841527)
1(4.095995040765705, 4.122560557799971)
1(4.0073259185089025, 4.0275314563047475)
1(5.2640050833367305, 5.282786882684559)
1(5.444462245802122, 5.462481849200327)
1(5.4857762761859545, 5.500007126040871)
1(4.695923429781513, 4.704463132130021)
0(0.0, inf)
0(0.0, 12.095628187257939)
0(0.0, 10.767229121685853)
0(0.0, 9.359713359577013)
0(0.0, 8.945694197556419)
0(0.0, 8.91151706726323)
0(0.0, 8.190150095816)
0(0.0, 8.186535495267568)
0(0.0, 7.749515635845336)
0(0.0, 7.70518235117141)
0(0.0, 7.557510568817677)
