,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,3.3913738494297654,2.8009992493877034,0.0,0.2013279666938943,0.2291209786960664
Motivational state 1,3.3913738494297654,0.0,1.8768931929299946,0.2013279666938943,0.0,0.2291209786960664
Motivational state 2,2.8009992493877034,1.8768931929299946,0.0,0.2291209786960664,0.2291209786960664,0.0
