,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,16.20515469207536,16.898421244017456,0.0,1.3089617119952273,1.3089617119952273
Motivational state 1,16.20515469207536,0.0,11.20878618036016,1.3089617119952273,0.0,0.9015854651642599
Motivational state 2,16.898421244017456,11.20878618036016,0.0,1.3089617119952273,0.9015854651642599,0.0
