,dimension 0,dimension 1
Landscapes,0.062490173926716075,0.040451928744662975
Silhouettes,0.0,0.0385095407132506
Descriptors,0.0,0.0385095407132506
Bottleneck,0.021152548517637555,0.08017798764282234
