,dimension 0,dimension 1
Landscapes,0.21070585871900108,0.18842521044831612
Silhouettes,0.0,0.1867404785022882
Descriptors,0.0,0.1867404785022882
Bottleneck,0.009050378956754344,0.26959024034369555
