,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,2.7078654392586925,3.475518941407099,0.0,0.04248050845404139,0.036487352728792444
Motivational state 1,2.7078654392586925,0.0,1.1700145807684716,0.04248050845404139,0.0,0.04248050845404139
Motivational state 2,3.475518941407099,1.1700145807684716,0.0,0.036487352728792444,0.04248050845404139,0.0
