,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.8157165587852986,1.8509644036184456,0.0,0.005755389572427216,0.00663957385234093
Motivational state 1,0.8157165587852986,0.0,1.035247844833147,0.005755389572427216,0.0,0.00663957385234093
Motivational state 2,1.8509644036184456,1.035247844833147,0.0,0.00663957385234093,0.00663957385234093,0.0
