,Avg. life dim0,Avg. life dim1,std lifelife dim0,stdlife dim1,Avg. midlife dim0,Avg. midlife dim1,std midlifelife dim0,stdmidlife dim1
Motivational state 0,0.33990291020383623,0.0038235862187063255,0.23611904272077364,0.00331099498011485,0.16995145510191811,0.30403710497002223,0.11805952136038682,0.06066851626968915
Motivational state 1,0.39893658615923466,0.004360520161385366,0.18339265060277654,0.0035193644658744784,0.19946829307961733,0.3631916382235392,0.09169632530138827,0.048961206718188
Motivational state 2,0.41347602983535975,0.005271521823073459,0.18839729980731995,0.004459067128987242,0.20673801491767987,0.3814345489808853,0.09419864990365998,0.04736579572870701
