,1,2,3,4,5,6,7,8,9,10
Dim0 no_filter Motivational state 0,0.8814487000830318,0.8612435427921298,0.8609826287155732,0.8587717348855788,0.8571888335331798,0.855744801648875,0.8534940999971218,0.8526882311111104,0.8464830719716708,0.8342019296113391
Dim0 no_filter Motivational state 1,0.9554457318062171,0.8987445832385321,0.8048340391484066,0.7937881501657335,0.7912114641680887,0.7892110043030772,0.7869122697464697,0.784596686793458,0.7772017983212387,0.7756173339447816
Dim0 no_filter Motivational state 2,0.9102707645213767,0.9079849060498097,0.903728293615704,0.903392569526389,0.9008364292467587,0.9005808861299459,0.8969211343671948,0.8941910508068038,0.8898389334996839,0.8836902489676635
Dim0 alpha Motivational state 0,0.27743673986807477,0.263343810331124,0.17275308591583885,0.17082234783168881,0.16728002522729002,0.16593658235316047,0.16567846781182627,0.15928513996700072,0.15764610552004485,0.15021013716554865
Dim0 alpha Motivational state 1,0.27095012798840484,0.240041204490639,0.15632141775308325,0.15576916486138542,0.15479046318476755,0.1543936976286387,0.15398859026611797,0.1518083700904879,0.15159353009463006,0.15134367667936363
Dim0 alpha Motivational state 2,0.29608268882568867,0.27879657990212703,0.1731451316820867,0.16644941849447356,0.15896927597753455,0.15782020952717216,0.15731026910479773,0.15663629540781526,0.1555671365634447,0.15079947479546396
Dim0 betta Motivational state 0,0.27281543467157826,0.2725306420151559,0.2725290097292144,0.27103871263919876,0.27026406761538824,0.26875234571389917,0.26786696151558764,0.2671277223002437,0.2666149770508125,0.2652609376621703
Dim0 betta Motivational state 1,0.2551895978531057,0.2551790289905609,0.2540268655615565,0.253426393596099,0.2519291747606149,0.25005116423854623,0.24828238773772543,0.24826594557901593,0.24717849701327138,0.24473589519434757
Dim0 betta Motivational state 2,0.281259439375397,0.2792471825340889,0.27235942354447423,0.2723440728812058,0.27211593112997556,0.2720735665128346,0.2687839393143796,0.2662791525150276,0.2627229974571893,0.26122672202988134
Dim0 gamma Motivational state 0,0.39432585564014594,0.3933967717112718,0.3897087133931437,0.38787370947035804,0.38614710081668724,0.38516005586845603,0.38408426614358643,0.38389076126466826,0.38225178608551513,0.38164054514271073
Dim0 gamma Motivational state 1,0.3571308180806344,0.35242400937344187,0.35154366256681585,0.3514254253880614,0.3507736494249525,0.3504594347278984,0.35002937062839856,0.3499009577609193,0.34879095961352163,0.3446645003773051
Dim0 gamma Motivational state 2,0.4395239475686111,0.4379032968715663,0.435727193024917,0.4330991695708038,0.42899139849059237,0.4284983632510168,0.4274572827070988,0.4272166293399216,0.4268176810061712,0.4245862455004617
Dim1 no_filter Motivational state 0,0.15318801130050952,0.08236870436152355,0.06773929883737706,0.0638708138798752,0.05329633382525606,0.05115618690121171,0.048863304719333644,0.045230926451469644,0.04277548418943106,0.03916402999671764
Dim1 no_filter Motivational state 1,0.1492097477788974,0.077113253874734,0.06467512679521759,0.04042237444824848,0.028747358521770683,0.028454473515295287,0.027201464685894905,0.02438292582524626,0.023243703875401533,0.01675560462762704
Dim1 no_filter Motivational state 2,0.16977395310964638,0.10507700013102128,0.09651282532214556,0.0940730015230582,0.08635905107174646,0.07831028319661848,0.07785958890689126,0.07568625621070257,0.07035209137529369,0.06876873167340802
Dim1 alpha Motivational state 0,0.014872375123791387,0.013762098255212019,0.009660483144573045,0.006281853810307478,0.004645275996146246,0.004222963782194417,0.004011008904421021,0.0037657862005555237,0.0031410810737495937,0.0029755499760286686
Dim1 alpha Motivational state 1,0.019696848668304706,0.01849278779431171,0.017672254574879143,0.014697203744865092,0.010274571034679159,0.01010337196107064,0.00958852678519248,0.006832257843683277,0.006426531275368658,0.00626090915897326
Dim1 alpha Motivational state 2,0.017593904750391645,0.012869197070084368,0.007533413778246123,0.006698690065917057,0.00628216906450188,0.00571318581960889,0.005601893102400057,0.004387521513921772,0.004273646403773743,0.00424233303506108
Dim1 betta Motivational state 0,0.041960360520701956,0.040583222569197164,0.03836155331084207,0.03702799442691529,0.03170998220808208,0.028368713575431526,0.01874026639643217,0.011534377083602165,0.007643245428809897,0.0076333114897562115
Dim1 betta Motivational state 1,0.03347086254525933,0.02539448263166333,0.020884981520961687,0.017651434844781877,0.016291180244526915,0.011865633312637458,0.010400067075530262,0.009672972426327767,0.006222177950227004,0.005956066544606495
Dim1 betta Motivational state 2,0.03544803635729482,0.02385816532402607,0.021526281674811132,0.011669605281323228,0.011364316960453855,0.010782041053783137,0.01005312609872544,0.00845234103552095,0.00827213974117176,0.007413406555889401
Dim1 gamma Motivational state 0,0.05744500379378997,0.045924388177050524,0.039162659330009675,0.03486364338883091,0.03311564159378222,0.03270853171080784,0.02822183212214263,0.022861230594335147,0.008110150143977646,0.004967927152995294
Dim1 gamma Motivational state 1,0.0344628297373511,0.0189983709137021,0.01868527230628142,0.016345107461063865,0.015741540803246815,0.01568099912266452,0.014230627031525334,0.012317333019885135,0.011318575095702957,0.009959568824273846
Dim1 gamma Motivational state 2,0.07253018882534712,0.0633220255032666,0.052884630645489095,0.05004849514664228,0.0372248949901719,0.02908744030538757,0.026226897516288594,0.02323457766632625,0.019099866654223807,0.017915291845761128
