1(0.0895391918166116, 0.09865319140758355)
1(0.0303832273568034, 0.03395470902291198)
1(0.02209135378929664, 0.025576851117955407)
1(0.02104160965082011, 0.024435143279238375)
1(0.03447156370677398, 0.03779972323793301)
1(0.03855292863459258, 0.04175226885766833)
1(0.022206670499434315, 0.025261368510274565)
1(0.08239053469395839, 0.08526400696445802)
1(0.07247352159665081, 0.07529272069237936)
1(0.0418520064931099, 0.044621650698522815)
1(0.0572419152497836, 0.059922487269622106)
1(0.029921846051175417, 0.032581364194216346)
1(0.03629574184304809, 0.03893241583936734)
1(0.046337370080157946, 0.0488994309625752)
1(0.026092091776249837, 0.028555515245467122)
1(0.026468243930102685, 0.02888410095505971)
1(0.02350691571253198, 0.02590155983625929)
1(0.03135478478505372, 0.03361075209629357)
1(0.027165998137839154, 0.02941387241716344)
1(0.03210661809109334, 0.034327986583365486)
1(0.026016228497383834, 0.02817085233184297)
1(0.02378125723146586, 0.025859443460695707)
1(0.020865099534161866, 0.022874581571660762)
1(0.03697889120107731, 0.038954305339102165)
1(0.03202480027927865, 0.03393376465831188)
1(0.02293873367548396, 0.024842616421626454)
1(0.036167463576595386, 0.038056874714814)
1(0.02589557802483558, 0.027740224674528455)
1(0.02557358947105819, 0.02736812285937975)
1(0.022929525742158452, 0.024678725521372347)
1(0.02508799242960053, 0.026824608979396956)
1(0.031453125828435756, 0.033179551005521245)
1(0.020960628391141264, 0.02260921647648971)
1(0.022730811642688538, 0.02433242858645565)
1(0.028477482174423592, 0.030050187588552945)
1(0.020272557760311578, 0.021819830501476727)
1(0.02410249264057527, 0.025590065850350716)
1(0.021804988555255762, 0.023276478470883787)
1(0.029328569543284035, 0.03078958063402428)
1(0.024481893147333015, 0.025811777441479767)
1(0.03276517595532711, 0.03408985821265539)
1(0.022912643215190754, 0.02423475228518331)
1(0.03164973747574525, 0.032932393240244565)
1(0.027582300907957918, 0.028856545041194014)
1(0.02480655951433006, 0.026073205911979567)
1(0.03132493063911468, 0.03257515826158586)
1(0.023054300741314624, 0.02428290363238822)
1(0.026022451193624885, 0.027216256834890682)
1(0.038521477691672704, 0.0396650336328055)
1(0.030031456521135914, 0.031172409169267407)
1(0.023152664653448094, 0.024286229431327175)
1(0.03886038246201158, 0.03999147152277974)
1(0.03424269303670016, 0.03537313776003742)
1(0.02475821032289741, 0.025882487311331977)
1(0.022467101189833413, 0.023576614055797116)
1(0.03245966701012549, 0.03354359085074534)
1(0.029012422016059167, 0.030050187588552945)
1(0.02246006033303308, 0.023494316264177063)
1(0.03618833617100421, 0.03721654617175398)
1(0.021955749765514218, 0.022928446823458005)
1(0.020458557116382094, 0.02138247100337582)
1(0.026567541410331328, 0.027474330116977252)
1(0.025712690875133597, 0.026617473655416845)
1(0.028388333717728295, 0.029264659635383175)
1(0.034396753788638705, 0.035246263900863516)
1(0.028760439934141305, 0.029581749836672777)
1(0.03489113435580654, 0.03566689204032595)
1(0.022220272054591296, 0.022949077598622865)
1(0.031279718012223005, 0.03196021804700071)
1(0.023426323225002762, 0.02410434228131192)
1(0.030343633228665165, 0.031010351785792294)
1(0.023466933793611543, 0.02413193246395008)
1(0.024115137896466816, 0.024778986738948305)
1(0.030412818031367046, 0.03106102665021694)
1(0.03187724150360555, 0.03248520333527848)
1(0.03013296187297191, 0.030739117504032593)
1(0.022157823661728117, 0.02276236696258324)
1(0.02215503748661454, 0.022718772967247183)
1(0.03182049920528286, 0.03238190044864774)
1(0.025045116194527903, 0.025546983707819455)
1(0.02976798924447872, 0.03026063805511794)
1(0.02452252693568331, 0.02500368315246363)
1(0.021834213096143626, 0.0223084254785438)
1(0.03041607523167117, 0.030883405101785544)
1(0.021679693113838633, 0.022143286387264382)
1(0.034511695847024834, 0.03496192093858162)
1(0.03257993854852748, 0.03302957372296366)
1(0.03029661187806237, 0.030739117504032593)
1(0.03367832182001171, 0.03408985821265539)
1(0.03265168211328385, 0.03305834008805843)
1(0.02142008691134857, 0.021808593318289177)
1(0.030767449731074727, 0.031139138168604773)
1(0.033506561724772135, 0.033834389670645046)
1(0.028316299929003575, 0.0286152319234884)
1(0.025782001287070977, 0.026073205911979567)
1(0.030614228366630827, 0.030883405101785544)
1(0.022179826960573624, 0.022445050777579034)
1(0.022879713059681447, 0.02313817147876569)
1(0.02328391126229374, 0.023526750758069953)
1(0.03860367580125134, 0.038846353353039445)
1(0.024002381291499796, 0.024240193455423165)
1(0.027358362466939047, 0.027585295471026568)
1(0.023343116384452668, 0.023569720635070106)
1(0.02474922095190468, 0.02496123933419056)
1(0.03017697365315062, 0.030384687279011707)
1(0.026251995608425418, 0.02644654270123888)
1(0.035056635763925446, 0.035246263900863516)
1(0.04314031996764457, 0.043261959633532326)
1(0.02126728160005528, 0.021384497632632424)
1(0.02432573504258362, 0.024435143279238375)
1(0.05760659682030278, 0.057709381109141554)
1(0.035590197294734005, 0.03568032174094249)
1(0.023393128309397805, 0.02347003301736928)
1(0.02779390932575714, 0.027868690898746086)
1(0.02484501730063447, 0.02490596113700198)
1(0.02612391345182769, 0.026152439215301682)
1(0.023093720192511526, 0.023118507888831092)
1(0.04405968861766265, 0.04407917106760381)
1(0.029305574706337295, 0.029314502045908918)
0(0.0, inf)
0(0.0, 0.13733881199730485)
0(0.0, 0.12811037695463928)
0(0.0, 0.07848377199646808)
0(0.0, 0.07189706654641659)
0(0.0, 0.06262024975215895)
0(0.0, 0.06151658286744485)
0(0.0, 0.05932311352129391)
0(0.0, 0.055358160715807105)
0(0.0, 0.053618099009203425)
0(0.0, 0.05118070442311055)
0(0.0, 0.05105806935903187)
0(0.0, 0.050463507891802116)
0(0.0, 0.04883183847870496)
0(0.0, 0.04832519253306645)
0(0.0, 0.048322382639974154)
0(0.0, 0.04547136336563457)
0(0.0, 0.04474478335856771)
0(0.0, 0.043248955322626764)
0(0.0, 0.041382119956311546)
0(0.0, 0.039377596113564235)
0(0.0, 0.0393056459762425)
0(0.0, 0.03869218368531959)
0(0.0, 0.03833637535735123)
0(0.0, 0.038066512141506734)
0(0.0, 0.037591022793372585)
0(0.0, 0.03721408165036517)
0(0.0, 0.03702862397946391)
0(0.0, 0.03693383617074051)
0(0.0, 0.03692572510873867)
0(0.0, 0.03652943087629986)
0(0.0, 0.03605346177912025)
0(0.0, 0.03590477449881176)
0(0.0, 0.03587399207279031)
0(0.0, 0.03576226872629895)
0(0.0, 0.03562133221551371)
0(0.0, 0.035550849977047785)
0(0.0, 0.03547612137660665)
0(0.0, 0.035401151344514964)
0(0.0, 0.035308930450171125)
0(0.0, 0.03466370300727689)
0(0.0, 0.033991104626073666)
0(0.0, 0.0334303326285505)
0(0.0, 0.033061555090915726)
0(0.0, 0.03298129523136999)
