,1,2,3,4,5,6,7,8,9,10
Dim0 no_filter Motivational state 0,0.6516041089389628,0.6407950334024362,0.6092801737803786,0.5990823865194711,0.5965961432408502,0.5906126969212919,0.5824505283890806,0.5738472026541682,0.5713827607617451,0.569158143710062
Dim0 no_filter Motivational state 1,0.6847404538795957,0.6762141322253117,0.6691731589314311,0.6634166987033758,0.6589785137976673,0.6568933189412773,0.6470471989119949,0.6189489135562419,0.6115300658342481,0.6057409268116261
Dim0 no_filter Motivational state 2,0.7337743844383559,0.7319972581813328,0.7173881545360469,0.7164710634556435,0.7002083047693951,0.7000838740025304,0.6921402247478905,0.6891020145145053,0.6794958088189968,0.6787091161309861
Dim0 alpha Motivational state 0,0.11448705693869161,0.11153084664999555,0.10518392207990128,0.08859795900255707,0.07969748274336404,0.07893633728958878,0.07889413853727115,0.07664912369622812,0.07455200530584215,0.07453184067188068
Dim0 alpha Motivational state 1,0.11684878376780039,0.10958772498277654,0.10242768174032858,0.10097497199372105,0.0983941156354567,0.09665396292374005,0.09562465642677745,0.09084724274924028,0.08630064678824598,0.08609729902766092
Dim0 alpha Motivational state 2,0.2177516442520826,0.20826992897933203,0.19389317023583766,0.15908021866263303,0.14909561500728283,0.14347227682232092,0.12972569023152208,0.12418245785821713,0.12336938329897709,0.11779231857584112
Dim0 betta Motivational state 0,0.16626602230936435,0.13227431876901438,0.12661904493826495,0.11437881255405825,0.10476686120244995,0.10323481502637952,0.10316063490559768,0.10142845876287553,0.10124285457439507,0.10013160126752371
Dim0 betta Motivational state 1,0.17259757626293853,0.13141665421300175,0.12522389924295865,0.10726426101128303,0.10375543196933656,0.09896155065401822,0.09695496059817608,0.09571618305755394,0.09448874958186876,0.09388725281467303
Dim0 betta Motivational state 2,0.20126235158631406,0.18261587829053647,0.1592356392745635,0.14226094380677914,0.1283556372052178,0.12251964648019927,0.11462440192431828,0.11148896921020769,0.09558221093556481,0.09546523223955054
Dim0 gamma Motivational state 0,0.17217305149845868,0.15722766791693166,0.15068066175521289,0.14734616561261338,0.14715205819052984,0.14650876313103128,0.14593538223823946,0.14405213619321136,0.14108231382629838,0.13863830410594183
Dim0 gamma Motivational state 1,0.15022783617757396,0.1500228300822916,0.13301923345249522,0.13277525989661015,0.1302039529248661,0.12893852743118728,0.1285667199119116,0.12642851415617146,0.12597307268372152,0.12597052179753698
Dim0 gamma Motivational state 2,0.17613045093635568,0.15021538557648403,0.13698711276788755,0.13666207017109971,0.13436326883622154,0.13143606707676184,0.13068432655803033,0.1286748882817402,0.12830921268057385,0.12817121898100386
Dim1 no_filter Motivational state 0,0.052764309493123385,0.05101626347739918,0.04503064605895607,0.04324580002070305,0.04257011748602668,0.041938960540070624,0.03937588390624819,0.03882284173993916,0.038027797419526777,0.034528306844247125
Dim1 no_filter Motivational state 1,0.09180448515959322,0.06387364419255381,0.04681587269343024,0.046324650450412785,0.04417092560877339,0.04214479717916714,0.041308094791696504,0.040716315267840475,0.039235139180680334,0.03901707495969242
Dim1 no_filter Motivational state 2,0.07661889475320766,0.07093414120675351,0.052752199857778626,0.050945917563689824,0.04841965799615183,0.0377115081231254,0.03657638056549539,0.03530438449462553,0.03498929293119679,0.03268162017098303
Dim1 alpha Motivational state 0,0.004513712844153903,0.004189824328403771,0.004152035351821015,0.0030928587396261004,0.0026991055941509856,0.002431989326929715,0.0017121437389181066,0.0015123641390331899,0.0014787429977374186,0.0014222592857370125
Dim1 alpha Motivational state 1,0.0044397026732058,0.003793600849195819,0.0037315139257304564,0.003497934370044989,0.0030401755865417032,0.0027148390051684596,0.0024293911715320693,0.0022676867655471167,0.0022351502937396073,0.001789684994970564
Dim1 alpha Motivational state 2,0.00871956687144429,0.0035273683929918573,0.0029021838875507924,0.002811186087042554,0.0024094415403202174,0.0023543079364935493,0.0021163559440105506,0.0020350200917710892,0.0019497702790872706,0.0018303079432619787
Dim1 betta Motivational state 0,0.005341679588898016,0.003334470564649167,0.002857103538313255,0.0023728588059471756,0.0022235048164609833,0.0022174294973742875,0.0021894360505776145,0.0021742125150855385,0.0020966313101849973,0.001786400309201401
Dim1 betta Motivational state 1,0.009856844335684956,0.0068827138495302365,0.0066554803481894825,0.00634487395805769,0.006327487331323892,0.006110087904622363,0.005416995229725358,0.005315732791961861,0.00518764419251018,0.005100009951979179
Dim1 betta Motivational state 2,0.006657492289394253,0.00609586978433066,0.00598922581630211,0.005346834514513961,0.004423381878718789,0.004142461608871342,0.0038171720080415195,0.003805359154078411,0.003711478970662971,0.0036679629019248233
Dim1 gamma Motivational state 0,0.026001143230958423,0.012106272733305543,0.009293802347044786,0.008948089779201182,0.008302454311151092,0.007196322453494386,0.007141806120308042,0.0071191873695639896,0.007005074621499671,0.006973059209565313
Dim1 gamma Motivational state 1,0.03992363340863034,0.017679600311674842,0.014704484268504847,0.013530394276211444,0.013207607939797195,0.013090649041231528,0.013037599616531531,0.012781230346016553,0.012585247585990333,0.012420695345276817
Dim1 gamma Motivational state 2,0.03008559342779235,0.015875737830113507,0.015168523804160339,0.014081990046813736,0.013409163012809089,0.012992348772352003,0.012466304135162115,0.011550444403001833,0.010761395693272863,0.010757822586973359
