,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,1.945098376731874,3.6137649618878136,0.0,0.050837111514781874,0.050837111514781874
Motivational state 1,1.945098376731874,0.0,5.5588633386196875,0.050837111514781874,0.0,0.02361064553860759
Motivational state 2,3.6137649618878136,5.5588633386196875,0.0,0.050837111514781874,0.02361064553860759,0.0
