,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.31064528586774975,0.2139576420580438,0.0,0.02092426086739063,0.01626451497585979
Motivational state 1,0.31064528586774975,0.0,0.3399426800297296,0.02092426086739063,0.0,0.02092426086739063
Motivational state 2,0.2139576420580438,0.3399426800297296,0.0,0.01626451497585979,0.02092426086739063,0.0
