,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.5519499657466631,0.42694901991807277,0.0,0.2541198442929149,0.13904718515246062
Motivational state 1,0.5519499657466631,0.0,0.7503998475574201,0.2541198442929149,0.0,0.2541198442929149
Motivational state 2,0.42694901991807277,0.7503998475574201,0.0,0.13904718515246062,0.2541198442929149,0.0
