,1,2,3,4,5,6,7,8,9,10
Dim0 no_filter Motivational state 0,4.202851364669624,4.1778649340439635,3.229620352436335,3.1462054531766803,3.021113857820945,1.650950336806189,1.6167001828272585,1.603044704967875,1.5824560602489173,1.5634033977356165
Dim0 no_filter Motivational state 1,5.079849667721159,4.987567209004192,4.136862170132728,3.9560469041893302,3.5667826877890003,1.6538915164345276,1.5881667844198823,1.5821317583373282,1.5487727933059645,1.5403910624663397
Dim0 no_filter Motivational state 2,4.477782499617465,4.409328191101819,3.4831296978539386,3.439519525394203,3.349100234619914,1.5389473415516615,1.5278027631526185,1.51890389821523,1.4992468835162978,1.4932618318647177
Dim0 alpha Motivational state 0,1.1288693846589477,1.0970776970375455,0.7945260185700859,0.7391261492850171,0.7233699371706057,0.6446050776580079,0.6157011953549895,0.6088947664467621,0.5869618998969318,0.5807276037482756
Dim0 alpha Motivational state 1,1.2112490593406045,1.1801016993412083,0.7763751691839667,0.7589109442022444,0.6002923738187864,0.5863444703413151,0.579666433358149,0.4311979062159054,0.42458070314447605,0.4238802988799177
Dim0 alpha Motivational state 2,1.289485725697032,1.2470007737216906,0.878624619712656,0.7587319895128191,0.7243657338550732,0.7064558321336413,0.6481292517900935,0.6347971685148718,0.6307713148085121,0.6280317671846039
Dim0 betta Motivational state 0,1.2712638224244104,1.0871988841876952,0.9797788405393789,0.7772649801206547,0.760231583265543,0.7459272609833871,0.6886921406982267,0.653443724744605,0.6502893017045284,0.6349362039772593
Dim0 betta Motivational state 1,1.2354190572707766,1.2285230222266528,1.0721697178722185,0.7771485523441437,0.7505301067571071,0.670714990243091,0.6428985198727314,0.6217439750556384,0.5554061840247222,0.5050783558187003
Dim0 betta Motivational state 2,1.405578334765369,1.2586108822925206,1.2078261472923375,1.032488623186835,0.8109789116562807,0.6874537142795383,0.6712648355876921,0.6647252955232565,0.6633103248197739,0.6564129642164983
Dim0 gamma Motivational state 0,1.764970386742559,1.7550004045939007,1.543088472333366,1.4928135159233193,1.4821612065955783,0.7842690537075253,0.650126729559593,0.6102388338149476,0.5507955988480423,0.5279997097626234
Dim0 gamma Motivational state 1,1.7664159440748382,1.733204192214956,1.4504706268503702,1.4458613208153226,1.3804356496331796,0.8857860345587748,0.6261664892849017,0.5860006684405303,0.5821875380793737,0.49129026107687707
Dim0 gamma Motivational state 2,1.8088432792973983,1.759923123119657,1.5790299439168836,1.4999997514212315,1.4876509359223993,0.6537561181577515,0.6478534856421526,0.635938308128177,0.599335747743926,0.5544908941570128
Dim1 no_filter Motivational state 0,0.40396619800022715,0.388907356155179,0.15098041936676054,0.10847997566060497,0.09861555179011106,0.09724685162511104,0.09555304942369869,0.09303262435471105,0.077711407461167,0.059529254303753776
Dim1 no_filter Motivational state 1,0.1375501307675231,0.13358200862188685,0.08486291394288248,0.05878424047422581,0.0573060175865876,0.04774248350566057,0.035586085208375806,0.028106014689997627,0.0016451896878506567,0.0
Dim1 no_filter Motivational state 2,0.18158997987989456,0.16828115764270102,0.1674800936234191,0.15387956381772439,0.1413009609471072,0.11166337321179287,0.08153203827077249,0.07802333046384069,0.07493454717598569,0.06832640515977717
Dim1 alpha Motivational state 0,0.05280025870875882,0.046395366873288935,0.04599505025153472,0.04033675398700021,0.03873218513649013,0.03692635991428417,0.03042734625718968,0.02481028900592297,0.018122607757459885,0.01689001869042578
Dim1 alpha Motivational state 1,0.056403096827729815,0.03448436037932001,0.018045466903336083,0.017263699652838083,5.511536707020204e-05,0.0,0.0,0.0,0.0,0.0
Dim1 alpha Motivational state 2,0.18273227119935398,0.11817271347444569,0.07072665365581021,0.04691616527429976,0.04151641154254171,0.04015743413751449,0.03996373435510425,0.032144481544251535,0.028537831128052638,0.02736546116131322
Dim1 betta Motivational state 0,0.08739429312523139,0.06764489809554619,0.056077545833830844,0.05469203945672674,0.040620376174530515,0.035402183781812924,0.03405822430812888,0.033987799267782504,0.03393165662342468,0.030587418522055265
Dim1 betta Motivational state 1,0.18309901363487047,0.06540266130661487,0.044152228451532216,0.0400256444111573,0.0345546829718848,0.02299926025191401,0.014198225153331467,0.01103713569365622,0.009281377888456233,0.007564098043588374
Dim1 betta Motivational state 2,0.13334379447382316,0.11377795066940732,0.04962002588683634,0.04297131743887106,0.03723159722535474,0.028273728652551955,0.028042927083847924,0.02422527340901026,0.020442284555789336,0.019945458346081968
Dim1 gamma Motivational state 0,0.13313326306686935,0.07672756993400753,0.06296873228896188,0.04628873123148869,0.03615342221383716,0.03557955878101948,0.03520044730636118,0.02721031083927905,0.02588688390195193,0.024591250692250544
Dim1 gamma Motivational state 1,0.020598116553617762,0.01779327743745507,0.011284051405526296,0.011177518079743765,0.009360357824969967,0.007321966729169738,0.004177269647654025,0.0002561369435565286,0.0,0.0
Dim1 gamma Motivational state 2,0.07881952203639125,0.05998881846624554,0.05984491608810327,0.055157959810010704,0.048999371531957825,0.035616130740818375,0.024826845630071204,0.022783184633480613,0.013407425814963403,0.012503149902291566
