,Avg. life dim0,Avg. life dim1,Avg. midlife dim0,Avg. midlife dim1
Motivational state 0,1.701195080574934,0.030209874208303282,0.850597540287467,1.540676330646509
Motivational state 1,1.9982501988803587,0.04243072211444086,0.9991250994401794,1.8454263350373628
Motivational state 2,2.0140160674983396,0.03896342805997322,1.0070080337491698,1.8242336258171172
