,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,2.521936193526071,2.663069961404654,0.0,0.02356149716298206,0.02356149716298206
Motivational state 1,2.521936193526071,0.0,1.042088560524463,0.02356149716298206,0.0,0.008288003790030252
Motivational state 2,2.663069961404654,1.042088560524463,0.0,0.02356149716298206,0.008288003790030252,0.0
