,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.4216167161490537,0.06346560867747575,0.0,0.009044594090519331,0.005753313506652008
Motivational state 1,0.4216167161490537,0.0,0.4155395668029592,0.009044594090519331,0.0,0.009044594090519331
Motivational state 2,0.06346560867747575,0.4155395668029592,0.0,0.005753313506652008,0.009044594090519331,0.0
