,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.08404593953938744,0.2054363014968279,0.0,0.005158572212041551,0.006756398239884387
Motivational state 1,0.08404593953938744,0.0,0.19983290171019913,0.005158572212041551,0.0,0.006756398239884387
Motivational state 2,0.2054363014968279,0.19983290171019913,0.0,0.006756398239884387,0.006756398239884387,0.0
