1(0.31539758249201644, 0.3681618919851398)
1(0.5451564661753353, 0.5961727296527345)
1(0.3209150086606761, 0.3659456547196322)
1(0.46631754214480187, 0.5095633421655049)
1(0.46284712235825864, 0.5054172398442853)
1(0.3135623929455336, 0.35550135348560424)
1(0.32361597983669566, 0.36299186374294384)
1(0.4195167533425929, 0.4583395950825321)
1(0.319883631943688, 0.3579114293632148)
1(0.4404153627823048, 0.47494366962655193)
1(0.34304775225259676, 0.37663152092313995)
1(0.3183108525804938, 0.3515283515740528)
1(0.4243647097414718, 0.456824465815289)
1(0.32938275536120043, 0.3598118978317277)
1(0.33173317440979844, 0.36121855932983277)
1(0.33244922299170065, 0.36121855932983277)
1(0.35193387397093906, 0.3806637431301463)
1(0.35737476464539525, 0.384733352797561)
1(0.3305918498195101, 0.3576558967384323)
1(0.3575066146316846, 0.3825548335375138)
1(0.4175878758630165, 0.4423481194375244)
1(0.35214439020604155, 0.37682451857095806)
1(0.33738805717158393, 0.36197456904517394)
1(0.3239880321030101, 0.3462517748503233)
1(0.404469566667912, 0.42638050628409885)
1(0.40080339721094643, 0.4225254826446365)
1(0.4018995118102869, 0.4225254826446365)
1(0.32504900447889407, 0.34552786226428694)
1(0.42051911694317895, 0.440946723742166)
1(0.33758213619500615, 0.3579081218258879)
1(0.3458811704627781, 0.36613597957943717)
1(0.43595650304903927, 0.45610016727320096)
1(0.4270229079614759, 0.4465969435783232)
1(0.3556477774410119, 0.3742883383538724)
1(0.4081387909553289, 0.42638050628409885)
1(0.32990876214529713, 0.3479483633282856)
1(0.40969301063050995, 0.4276958486433479)
1(0.42905453405064176, 0.44642397766813174)
1(0.32024369210014536, 0.3372383772319137)
1(0.5845882846500062, 0.6012016882606934)
1(0.3337340328565587, 0.34908911839271156)
1(0.3510206053383652, 0.36613597957943717)
1(0.42696061735302626, 0.4417588038966107)
1(0.32875209954343343, 0.343173522616913)
1(0.35351097515864766, 0.3676300952782433)
1(0.5366600577620767, 0.5502603357679756)
1(0.3344378022058453, 0.3479619769540084)
1(0.5284475332719663, 0.5418472702541066)
1(0.41089739917065915, 0.4242309097419198)
1(0.34682754876803085, 0.3598118978317277)
1(0.3353978051320167, 0.3482634180703512)
1(0.35794859201913165, 0.37044692219927094)
1(0.3227256165268727, 0.33520957732295165)
1(0.35331378112300754, 0.3654287316255781)
1(0.3549882947144871, 0.3668876314207333)
1(0.35351850122058437, 0.3652681181823094)
1(0.3539639644775193, 0.3654287316255781)
1(0.47403709655621074, 0.4854364357973723)
1(0.3604032111539569, 0.3715141400254677)
1(0.32640953716196647, 0.3374945980100625)
1(0.34637022674213797, 0.3574429113050265)
1(0.32905511798919035, 0.33935028281766744)
1(0.42793894796395243, 0.43815644257672637)
1(0.35232540136105034, 0.3621473296929331)
1(0.41646570082500756, 0.42614539190711753)
1(0.3470715234338799, 0.35630212947777656)
1(0.32934975139506656, 0.3385657178234606)
1(0.3211726571272611, 0.3301746910627498)
1(0.3325603045338908, 0.3412811196485291)
1(0.32451215628066976, 0.3330786815043138)
1(0.4361758701965545, 0.4446245588019898)
1(0.3418592317759493, 0.3501265189690877)
1(0.357981551491494, 0.36622790113290915)
1(0.3380798807497785, 0.34628404714124644)
1(0.3413662099046224, 0.3494425955993721)
1(0.433833712534398, 0.4417792845141475)
1(0.3511584429007721, 0.35898367512323237)
1(0.42801632644816945, 0.4357106234727266)
1(0.349593046209369, 0.3571875964427119)
1(0.37432196423200265, 0.38165596767064325)
1(0.3316925618248903, 0.3385657178234606)
1(0.36946887016980423, 0.37568587446394713)
1(0.42579641732011797, 0.4310766315914003)
1(0.3337647427979064, 0.3383373376968558)
1(0.34922420957836614, 0.35374178580888194)
1(0.4273157385627135, 0.4318074574153272)
1(0.3658801281734136, 0.3703417199338405)
1(0.32612051690921573, 0.3301746910627498)
1(0.5705361724210055, 0.5745651571790003)
1(0.3660264757187657, 0.3699452334531238)
1(0.5598525331278649, 0.563579308644625)
1(0.33366574766178636, 0.3372874068695826)
1(0.3786009329995046, 0.38218524184303315)
1(0.3926895523970666, 0.39626316008405865)
1(0.33383499066277184, 0.3373457502128354)
1(0.34178533528854577, 0.34507479965881227)
1(0.3458478740891132, 0.34908911839271156)
1(0.3665801152174944, 0.3697077752850464)
1(0.3407645995486858, 0.34378984568744475)
1(0.4402564399320918, 0.4431236278975616)
1(0.34726174338730736, 0.3501265189690877)
1(0.42721028636649333, 0.43001220473466656)
1(0.4001765303611907, 0.4026959632364728)
1(0.4867964683868002, 0.48895344107887134)
1(0.3490043297612879, 0.351079934259315)
1(0.37257881531168147, 0.3746177917800914)
1(0.35855664087339945, 0.36052192272250505)
1(0.42246591748095885, 0.42422369758902045)
1(0.35713955699893213, 0.3588721099544245)
1(0.3577659210071112, 0.3593428575990127)
1(0.3652472265495159, 0.36620849036195197)
1(0.3440722794456731, 0.3449645293974594)
1(0.36285164354755556, 0.36341036765658685)
1(0.3631856140733817, 0.3636658807909467)
0(0.0, inf)
0(0.0, 0.6516041089389628)
0(0.0, 0.6407950334024362)
0(0.0, 0.6092801737803786)
0(0.0, 0.5990823865194711)
0(0.0, 0.5965961432408502)
0(0.0, 0.5906126969212919)
0(0.0, 0.5824505283890806)
0(0.0, 0.5738472026541682)
0(0.0, 0.5713827607617451)
0(0.0, 0.569158143710062)
0(0.0, 0.5676273156924825)
0(0.0, 0.5675450230316809)
0(0.0, 0.566309495800812)
0(0.0, 0.5532611548775564)
0(0.0, 0.5473521447209576)
0(0.0, 0.5434399037851866)
0(0.0, 0.5375938186284733)
0(0.0, 0.5307913154526356)
0(0.0, 0.5265540548588564)
0(0.0, 0.5262202872276182)
0(0.0, 0.5201385202370987)
0(0.0, 0.5186006981772417)
0(0.0, 0.516563999271687)
0(0.0, 0.5135952737832032)
0(0.0, 0.5127326831794844)
0(0.0, 0.5112932191336311)
0(0.0, 0.5103477443047647)
0(0.0, 0.501663267574981)
0(0.0, 0.47952636251191316)
0(0.0, 0.47757749901621077)
0(0.0, 0.4741585326772009)
0(0.0, 0.4719002275207764)
0(0.0, 0.46537030396816836)
0(0.0, 0.45753267632940325)
0(0.0, 0.4465848972086269)
0(0.0, 0.43565714483845913)
0(0.0, 0.43398557421198813)
0(0.0, 0.4338531259922476)
0(0.0, 0.4331042279669661)
0(0.0, 0.4202806116266575)
0(0.0, 0.41705128600723423)
0(0.0, 0.4155060050540792)
0(0.0, 0.4093917107686676)
0(0.0, 0.4070109483156399)
0(0.0, 0.40604082628876287)
0(0.0, 0.40545622112029556)
0(0.0, 0.4030846351441833)
0(0.0, 0.40019354282295333)
0(0.0, 0.39920508282834904)
0(0.0, 0.39438636547117534)
0(0.0, 0.3919102280096163)
0(0.0, 0.3881413916295629)
0(0.0, 0.37887018613632545)
0(0.0, 0.3740531342418127)
0(0.0, 0.3730957759671637)
0(0.0, 0.36780907521731476)
0(0.0, 0.36231545670796717)
0(0.0, 0.36228389314737625)
0(0.0, 0.3610661244951303)
0(0.0, 0.3591067357457141)
0(0.0, 0.3590962041099372)
0(0.0, 0.3585450364242084)
0(0.0, 0.3571578792256938)
0(0.0, 0.35401789776259746)
0(0.0, 0.3537987127931807)
0(0.0, 0.351193226182105)
0(0.0, 0.34999673350889854)
0(0.0, 0.3459109541819556)
0(0.0, 0.34556440399964555)
0(0.0, 0.34378418551079315)
0(0.0, 0.3432439104759681)
0(0.0, 0.34295570806283754)
0(0.0, 0.34250711701556813)
0(0.0, 0.3416158478673325)
0(0.0, 0.33891672941880713)
0(0.0, 0.33845190140359516)
0(0.0, 0.3355408908634028)
0(0.0, 0.3335297408746836)
0(0.0, 0.33318824126121993)
0(0.0, 0.33213306607757936)
0(0.0, 0.3302344580448466)
0(0.0, 0.329717563499757)
0(0.0, 0.32911934714399044)
0(0.0, 0.32466318802094024)
0(0.0, 0.3245559979872964)
0(0.0, 0.32427694505006954)
0(0.0, 0.32394346987212147)
0(0.0, 0.3231974073306353)
0(0.0, 0.32245100950981737)
0(0.0, 0.3220988102442912)
0(0.0, 0.32129945758395423)
0(0.0, 0.31956574607987953)
0(0.0, 0.319076831387212)
0(0.0, 0.3186392105018586)
0(0.0, 0.3179314567157059)
0(0.0, 0.317842531569752)
0(0.0, 0.3170508788590422)
0(0.0, 0.3166030629016006)
0(0.0, 0.31658426589570476)
0(0.0, 0.31616570464012456)
0(0.0, 0.3154435744697801)
0(0.0, 0.31290776538689646)
0(0.0, 0.31272722297447203)
0(0.0, 0.31222205391372615)
0(0.0, 0.3121200303703619)
0(0.0, 0.3119549450149151)
0(0.0, 0.3115589397326838)
0(0.0, 0.3114084265366433)
0(0.0, 0.310712714717233)
0(0.0, 0.3103941061278414)
0(0.0, 0.3097433424229528)
0(0.0, 0.3082629155506503)
0(0.0, 0.30665740499105604)
0(0.0, 0.3060024633098804)
0(0.0, 0.3047775399535437)
0(0.0, 0.3045433794120482)
0(0.0, 0.3018856172441099)
0(0.0, 0.3000743739525093)
0(0.0, 0.2998366565426287)
0(0.0, 0.2990214636174353)
0(0.0, 0.2987561600894383)
0(0.0, 0.29865093235916407)
0(0.0, 0.29674734236412814)
0(0.0, 0.29673990516458504)
0(0.0, 0.29530491560516026)
0(0.0, 0.293081079012264)
0(0.0, 0.29150793015235965)
0(0.0, 0.29125867137829237)
0(0.0, 0.28764656888360746)
0(0.0, 0.2872226546927165)
0(0.0, 0.28670322611600224)
0(0.0, 0.2857132827342615)
0(0.0, 0.28520879644538244)
0(0.0, 0.2843147863090143)
0(0.0, 0.2834806838073156)
0(0.0, 0.28304498407330914)
0(0.0, 0.28243988954266824)
0(0.0, 0.2789869822248697)
0(0.0, 0.27859730869798893)
0(0.0, 0.2784182728420914)
0(0.0, 0.27841352817205434)
0(0.0, 0.2777673020082179)
0(0.0, 0.27751115192410963)
0(0.0, 0.2771426689866673)
0(0.0, 0.27614659192137003)
0(0.0, 0.27519842381074433)
0(0.0, 0.2750826924625031)
0(0.0, 0.2725301012617943)
0(0.0, 0.2713608258789039)
0(0.0, 0.2678249838267442)
0(0.0, 0.2672434075583896)
0(0.0, 0.2652978902128055)
0(0.0, 0.2652932236253315)
0(0.0, 0.264878779310143)
0(0.0, 0.2648515311480609)
0(0.0, 0.2639870360987835)
0(0.0, 0.2608342780512505)
0(0.0, 0.2607438573296443)
0(0.0, 0.26024932990843463)
0(0.0, 0.2582358604394762)
0(0.0, 0.25786115126491244)
0(0.0, 0.25768774686636187)
0(0.0, 0.25527541210760457)
0(0.0, 0.2550653390618508)
0(0.0, 0.2550358154794308)
0(0.0, 0.2548843858837162)
0(0.0, 0.2546280815642181)
0(0.0, 0.25399441577456866)
0(0.0, 0.2527098022276753)
0(0.0, 0.2495827980519929)
0(0.0, 0.24901822542010277)
0(0.0, 0.24839918812231812)
0(0.0, 0.2480763117107871)
0(0.0, 0.2455395410301293)
0(0.0, 0.24237657010495273)
0(0.0, 0.2422960817929997)
0(0.0, 0.2419559878924532)
0(0.0, 0.23897442218265832)
0(0.0, 0.23781542487986418)
0(0.0, 0.2358344135415572)
0(0.0, 0.22940286931914755)
0(0.0, 0.2273139203484281)
0(0.0, 0.2260647478839282)
0(0.0, 0.22505953232999684)
0(0.0, 0.22310862227805056)
0(0.0, 0.2194741054267985)
0(0.0, 0.219024107297774)
0(0.0, 0.21708339009469893)
0(0.0, 0.21705346728580097)
0(0.0, 0.2136974228404655)
0(0.0, 0.20912898917444134)
0(0.0, 0.20771452363036777)
0(0.0, 0.20673869120208485)
0(0.0, 0.20389586630170972)
0(0.0, 0.19887308242653284)
0(0.0, 0.1945366038869412)
0(0.0, 0.19224121798645427)
0(0.0, 0.1915275984058784)
0(0.0, 0.18691594664669123)
0(0.0, 0.186035621289424)
0(0.0, 0.18043803399918282)
0(0.0, 0.17866249732913936)
0(0.0, 0.1747028112337057)
0(0.0, 0.17403752017232813)
0(0.0, 0.17249311478642212)
0(0.0, 0.17010677625553547)
0(0.0, 0.16888505637767)
0(0.0, 0.1671408784166814)
0(0.0, 0.16700629405136178)
0(0.0, 0.162290575289719)
0(0.0, 0.1574416141626809)
