1(0.6030479186448452, 0.6169966299534164)
1(0.5336029270373728, 0.5345614865681134)
0(0.0, inf)
0(0.0, 1.0695148786615178)
0(0.0, 1.006273838408556)
0(0.0, 0.8500821470581869)
0(0.0, 0.81759467609777)
0(0.0, 0.7856804614134182)
0(0.0, 0.7517592622114714)
0(0.0, 0.7401410547411165)
0(0.0, 0.7081987602104876)
0(0.0, 0.7013230000863188)
0(0.0, 0.586806873493822)
0(0.0, 0.5699108096716057)
0(0.0, 0.5618560099919327)
0(0.0, 0.5444870509676603)
0(0.0, 0.5430822941516306)
0(0.0, 0.5330648751739885)
0(0.0, 0.506887088972971)
0(0.0, 0.5004983943905021)
0(0.0, 0.48589525515685916)
0(0.0, 0.48507010694931774)
0(0.0, 0.4805573032224321)
0(0.0, 0.47394343281529083)
0(0.0, 0.4708228520335587)
0(0.0, 0.46642758920465804)
0(0.0, 0.4580128719673147)
0(0.0, 0.45501359361735993)
0(0.0, 0.4534632660248845)
0(0.0, 0.44825171633333666)
0(0.0, 0.44817038467521175)
0(0.0, 0.4184770647231715)
0(0.0, 0.41841503995611024)
0(0.0, 0.407397365890295)
0(0.0, 0.3930650691391902)
0(0.0, 0.3902399342461587)
0(0.0, 0.38690198009332033)
0(0.0, 0.38216108784818187)
0(0.0, 0.37823581471053097)
0(0.0, 0.36974128339675844)
0(0.0, 0.36023627630208394)
0(0.0, 0.3602120250117392)
0(0.0, 0.36017126746188005)
0(0.0, 0.3533055175161544)
0(0.0, 0.34599657417706364)
0(0.0, 0.34314495380195764)
0(0.0, 0.282698371436135)
0(0.0, 0.2818219746687631)
0(0.0, 0.26539390487358167)
0(0.0, 0.2586429049312228)
0(0.0, 0.24790531792811243)
0(0.0, 0.20428374045082098)
0(0.0, 0.19311625331541804)
0(0.0, 0.16618674724677335)
0(0.0, 0.16534297426451275)
