,1,2,3,4,5,6,7,8,9,10
Dim0 no_filter Motivational state 0,4.887943430757215,4.883730163069039,4.780926847574621,4.617874021266402,4.559129783151773,4.514919057349178,4.464981297497363,4.446716721892315,4.399816799607433,4.365442221955216
Dim0 no_filter Motivational state 1,4.348418171699215,4.211722989556999,4.176483308995077,4.175015357086544,4.1731363519916345,4.120418751397202,4.08346537737948,4.0646238336004235,3.921621587211314,3.898626862249685
Dim0 no_filter Motivational state 2,11.494199303663294,10.401310096576074,9.8561914825019,9.462349838079978,9.425876614459021,9.346837251710545,9.256687208793753,9.255041827319582,8.979900678785272,8.789331018385779
Dim0 alpha Motivational state 0,0.9908390837930672,0.93083589377375,0.9280503783875227,0.866932528661001,0.8143154244809175,0.7838941234885025,0.7838443380276175,0.6593888043531899,0.5950311917238659,0.5269922800664082
Dim0 alpha Motivational state 1,1.02936306563032,0.9179858127361102,0.8847289852440388,0.8231848079545911,0.7423737753283004,0.6234889953339583,0.6151685114993569,0.5928448660595315,0.5519895538883518,0.5071274516998444
Dim0 alpha Motivational state 2,3.2843891790806383,2.9865696586409523,2.6337198126959596,2.1307377658825706,2.08508050823308,2.0583882031917864,1.9481099772142052,1.8340973537693246,1.8036551276684494,1.6384809350758403
Dim0 betta Motivational state 0,1.801601299025996,1.3616468152484928,1.3434229333907475,1.0081793836312232,0.9760657467980611,0.9289696924863236,0.9184480486134052,0.8812177259669925,0.877035930530295,0.858130569485299
Dim0 betta Motivational state 1,1.4119768779898627,0.8801295745891137,0.8523611372292536,0.8107859960556641,0.7907378481679004,0.7639481442103598,0.761141706445069,0.75803079627806,0.7515701521906262,0.7459120185896952
Dim0 betta Motivational state 2,2.762506724447864,2.42411477380682,2.086372902085166,1.361401318544407,1.3524566061143448,1.2854534496459247,1.2688009715914,1.2162316788377667,1.1446173950819105,1.0697511764936722
Dim0 gamma Motivational state 0,2.3533742346848388,1.7337367856175154,1.700680615539422,1.6988084501828304,1.6511937598396138,1.6301162709499537,1.626379832934312,1.616783534571606,1.6122013463718743,1.573016869043579
Dim0 gamma Motivational state 1,1.9703271116735799,1.3700815972314628,1.3507041576678023,1.3461805653167327,1.3456559135810837,1.3438748492507757,1.3429572742987541,1.3175788998898517,1.3127044557730858,1.3115433831891579
Dim0 gamma Motivational state 2,1.4912513485825065,1.4365450654580276,1.4235466055330557,1.4106558951351669,1.4003510448319971,1.3960823520013976,1.3623930066383532,1.352149747370967,1.3439667283578838,1.3292016354486111
Dim1 no_filter Motivational state 0,0.47136312939944913,0.4454666286110216,0.41094084959196486,0.3996054835013041,0.38648431112264703,0.3570505879420063,0.32652912863727046,0.3199612989118439,0.2829433658796665,0.279032839681574
Dim1 no_filter Motivational state 1,0.6668513763019428,0.33634904267276955,0.33572498640533954,0.3294050487296749,0.3057302733519278,0.2962473378135422,0.2936236388622522,0.28366645992907547,0.26743913069771796,0.2560156719242337
Dim1 no_filter Motivational state 2,1.1146181698804716,0.49257434444064074,0.35176276236786297,0.34189863162427336,0.33714455839673274,0.30689205067820513,0.2841435788295352,0.22491521203596787,0.21932497047753818,0.2191798528522222
Dim1 alpha Motivational state 0,0.0784805151957188,0.06210873270248762,0.06141526611979797,0.05612625348501349,0.05065364234477904,0.04567895837204888,0.045631797042653854,0.04268596257977564,0.0389196318839537,0.03671667528033018
Dim1 alpha Motivational state 1,0.073897877384064,0.04844305884285682,0.04661841160891739,0.04596497093626145,0.044674737325877734,0.04398342382639797,0.04272573563381743,0.04237991854287654,0.04228367280013573,0.040875128342133304
Dim1 alpha Motivational state 2,0.06074808875795612,0.05829916233096677,0.057960850429634836,0.053811462205535676,0.0458008457056866,0.041613683907361976,0.03886314078396569,0.036921356656148374,0.03514809815180692,0.033367599489642685
Dim1 betta Motivational state 0,0.07336515327663096,0.06931608537771983,0.049879207018622695,0.0488877761159201,0.04321992561723387,0.03886294766879639,0.036573078108870116,0.0352337803970455,0.03339870539957779,0.030592599264975595
Dim1 betta Motivational state 1,0.07093261185440292,0.06304598434545838,0.05972649514719075,0.0561720278099318,0.05248715865193854,0.04945925138870633,0.04911419807557227,0.04675870663399717,0.043733838478891895,0.04112819825924641
Dim1 betta Motivational state 2,0.06939870209717258,0.05985618589758479,0.05533939524978648,0.05189651969427844,0.04976288460222367,0.04960612365462502,0.04591229609262637,0.03274172058727476,0.030756980082190577,0.030004620492305067
Dim1 gamma Motivational state 0,0.15101215362112708,0.141003400734109,0.1383094670103131,0.12099035959218152,0.115581239802234,0.10574853710332266,0.10185925375345395,0.09610276679421981,0.07688365795341467,0.07650312584256369
Dim1 gamma Motivational state 1,0.33882644701073406,0.15731372345460648,0.1515599064975448,0.13387876430842027,0.13027179037123648,0.12784089943090393,0.12147351965470476,0.11764636691451114,0.11594740361190081,0.11244707439689527
Dim1 gamma Motivational state 2,0.21423554650504384,0.14923464939861786,0.1485008038293476,0.12652186557173972,0.11495051603254569,0.10774241221571601,0.10693759915290468,0.09946086657253939,0.09874617469566305,0.095387575722784
