,Avg. life dim0,Avg. life dim1,std lifelife dim0,stdlife dim1,Avg. midlife dim0,Avg. midlife dim1,std midlifelife dim0,stdmidlife dim1
Motivational state 0,1.287461955223411,0.012604984630320032,2.412914749782983,0.012128621540905658,0.6437309776117055,1.0415464455955215,1.2064573748914915,0.5001697191825865
Motivational state 1,1.5496668916756897,0.022143327813220107,2.2629811923221825,0.052706080315696346,0.7748334458378449,1.2898390463789728,1.1314905961610913,0.744201431153971
Motivational state 2,1.5246225234885793,0.025596795159255097,1.6047678037636228,0.027240495050305482,0.7623112617442896,1.4288651245130959,0.8023839018818114,0.6842626060466103
