1(12.13753390278702, 12.261519399003694)
0(0.0, inf)
0(0.0, 48.599047401739504)
0(0.0, 38.759079597920476)
0(0.0, 38.360812604462986)
0(0.0, 35.98290648069482)
0(0.0, 30.485132337345497)
0(0.0, 30.150498772468442)
0(0.0, 28.27085187189516)
0(0.0, 26.73696835824453)
0(0.0, 25.87146206485466)
0(0.0, 24.641880878203857)
0(0.0, 24.575113417654922)
0(0.0, 24.234589641995864)
0(0.0, 22.87379134175356)
0(0.0, 22.70231504405893)
0(0.0, 22.521338105686297)
0(0.0, 22.38412360122773)
0(0.0, 21.539891629272482)
0(0.0, 21.395865077209983)
0(0.0, 21.305250006618337)
0(0.0, 21.275015124758006)
0(0.0, 21.13559488829436)
0(0.0, 20.955267865807933)
0(0.0, 20.85241317398924)
0(0.0, 20.82709594068196)
0(0.0, 20.622111796925694)
0(0.0, 20.398214457045892)
0(0.0, 20.21922705417797)
0(0.0, 20.194135534943683)
0(0.0, 20.18326350871731)
0(0.0, 20.147394193900993)
0(0.0, 20.026849893324833)
0(0.0, 20.003609063413034)
0(0.0, 19.96992606230861)
0(0.0, 19.763309689636074)
0(0.0, 19.718401189740952)
0(0.0, 19.090550546248497)
0(0.0, 18.716503455866796)
0(0.0, 18.5200868662827)
0(0.0, 18.181221006942025)
0(0.0, 17.899476096370602)
0(0.0, 17.87087124811868)
0(0.0, 17.786613176683307)
0(0.0, 17.680048489436786)
0(0.0, 17.599223840576165)
0(0.0, 17.536619872583884)
0(0.0, 17.535666551072303)
0(0.0, 17.29476687973162)
0(0.0, 17.28319155360667)
0(0.0, 17.10566226819425)
0(0.0, 17.092547054062475)
0(0.0, 17.010044369545817)
0(0.0, 16.97625175137655)
0(0.0, 16.941838067973695)
0(0.0, 16.80914637981681)
0(0.0, 16.807723350993605)
0(0.0, 16.646943987548543)
0(0.0, 16.64340180368259)
0(0.0, 16.612153349430685)
0(0.0, 16.576659961357034)
0(0.0, 16.493003190668535)
0(0.0, 16.400075554049653)
0(0.0, 16.338479394575824)
0(0.0, 16.29942155528226)
0(0.0, 16.292185227380873)
0(0.0, 16.2633025527533)
0(0.0, 16.228637672073887)
0(0.0, 16.138326396626667)
0(0.0, 16.10648920769783)
0(0.0, 16.03442903681517)
0(0.0, 15.939189904970013)
0(0.0, 15.892267849594116)
0(0.0, 15.815425693375476)
0(0.0, 15.791114866693233)
0(0.0, 15.659624598178821)
0(0.0, 15.641041772010254)
0(0.0, 15.573165585102492)
0(0.0, 15.556880492352512)
0(0.0, 15.528914780019342)
0(0.0, 15.50038643976653)
0(0.0, 15.474245783210854)
0(0.0, 15.4144049529602)
0(0.0, 15.398589497327166)
0(0.0, 15.364249084893947)
0(0.0, 15.327607574141908)
0(0.0, 15.305381991457645)
0(0.0, 15.290843362450078)
0(0.0, 15.257723607247394)
0(0.0, 15.251528724348185)
0(0.0, 15.224837220989867)
0(0.0, 15.082314857538593)
0(0.0, 15.05963872510793)
0(0.0, 15.038713659043776)
0(0.0, 15.023271649015498)
0(0.0, 15.015852638627745)
0(0.0, 14.98913818612635)
0(0.0, 14.978770438121689)
0(0.0, 14.928417398295316)
0(0.0, 14.923104945962127)
0(0.0, 14.898903469694462)
0(0.0, 14.8709293771074)
0(0.0, 14.829879488088226)
0(0.0, 14.794086539103542)
0(0.0, 14.791581332398646)
0(0.0, 14.763524160230757)
0(0.0, 14.74150916498733)
0(0.0, 14.693783227973007)
0(0.0, 14.69056591210347)
0(0.0, 14.671517972702839)
0(0.0, 14.661007279111049)
0(0.0, 14.65510524296809)
0(0.0, 14.64230518883417)
0(0.0, 14.602392151076998)
0(0.0, 14.576527840473386)
0(0.0, 14.53178314394803)
0(0.0, 14.493844655237917)
0(0.0, 14.48472329070567)
0(0.0, 14.453195775568485)
0(0.0, 14.44800143900757)
0(0.0, 14.441144075895185)
0(0.0, 14.437826554694109)
0(0.0, 14.427774497535587)
0(0.0, 14.4274453387146)
0(0.0, 14.408601516854807)
0(0.0, 14.398630860339814)
0(0.0, 14.387376006412428)
0(0.0, 14.281339588806317)
0(0.0, 14.235830519510678)
