,Avg. life dim0,Avg. life dim1,std lifedim0,std life dim1,persistent entropy dim0,persistent entropy dim1,Avg. midlife dim0,Avg. midlife dim1,std midlifedim0,std midlife dim1
alpha Motivational state 0,5.649232855879935,0.044392348056980675,2.073906486683414,0.037547091296603594,2.073906486683414,4.949287895205327,2.8246164279399677,5.06586361775046,1.036953243341707,0.4042998529028303
alpha Motivational state 1,5.454592153429011,0.046803836828987214,1.7180281860214486,0.04523646894980775,1.7180281860214486,4.957110979761175,2.7272960767145054,5.104222952988806,0.8590140930107243,1.2588436848188254
alpha Motivational state 2,5.399549713333951,0.04265331805422138,2.160885560124849,0.03566878103925237,2.160885560124849,4.704793143343398,2.6997748566669757,4.837577487345875,1.0804427800624246,0.4518931420369387
betta Motivational state 0,6.824976536918224,0.030948809946248823,1.217587405139036,0.030728502885070914,1.217587405139036,4.062179342980513,3.412488268459112,6.379707916254796,0.608793702569518,0.43611139170854984
betta Motivational state 1,6.608767626586633,0.03469787717741347,0.9411283443427155,0.03698193568538099,0.9411283443427155,3.7024297477944583,3.3043838132933163,6.204923950225122,0.47056417217135776,0.5482403905395705
betta Motivational state 2,6.741584493052484,0.03072740270227108,1.1064120528374202,0.0263651297219928,1.1064120528374202,3.067153063060403,3.370792246526242,6.60276433907232,0.5532060264187101,0.8951587074022499
gamma Motivational state 0,9.795655209857975,0.05262184385373259,2.3369354878149076,0.040473277288640155,2.3369354878149076,2.40150758000893,4.897827604928987,8.714374312610488,1.1684677439074538,1.8069051074621496
gamma Motivational state 1,9.00068189433435,0.03899912648352889,1.96122531144573,0.030812845287228042,1.96122531144573,1.461129394469596,4.500340947167175,7.791902022374907,0.980612655722865,1.8464033382167229
gamma Motivational state 2,9.6608625668679,0.028836613030619983,1.8940637228183625,0.017876488174644045,1.8940637228183625,0.7015516831548021,4.83043128343395,6.838878160505514,0.9470318614091813,0.008938244087322467
no_filter Motivational state 0,46.09271433893502,0.4333414576836301,64.91977318359008,0.4286171388967331,64.91977318359008,4.7748743467219965,23.04635716946751,38.01011109074691,32.45988659179504,17.70565945694901
no_filter Motivational state 1,47.66694879953796,2.050325157422287,58.82381033891789,6.524918648727196,58.82381033891789,3.244254997258162,23.83347439976898,54.62851281526693,29.411905169458944,66.04380149989257
no_filter Motivational state 2,49.63160695452552,0.6389213010358344,77.33458723136481,1.0318981259656166,77.33458723136481,3.8852383263551955,24.81580347726276,38.29092487007212,38.667293615682404,17.250420670606758
