,Avg. life dim0,Avg. life dim1,std lifedim0,stdlife dim1,Avg. midlife dim0,Avg. midlife dim1,std midlifedim0,stdmidlife dim1
Motivational state 0,0.9303820095878289,0.03508643457490759,0.472425880755862,0.04982201957382239,0.46519100479391445,1.2188699715591798,0.236212940377931,0.2936818126162248
Motivational state 1,1.0161369309544555,0.058949977833540654,0.2911161616594633,0.04506581190015455,0.5080684654772277,1.1860773629577848,0.14555808082973165,0.14995803628338752
Motivational state 2,1.174779700785275,0.07348567934470594,0.6221094883686693,0.07672695301893212,0.5873898503926375,1.5438835199601004,0.31105474418433465,0.4889226080545924
