,1,2,3,4,5,6,7,8,9,10
Dim0 no_filter Motivational state 0,5.197757252365223,5.165505184365131,5.030241377810925,4.770537450443693,4.693598748472627,4.672287341884276,4.606537663609719,4.4987678826178445,4.4683978226069785,4.387291301814763
Dim0 no_filter Motivational state 1,2.902802356477961,2.8634395913993913,2.8589503161314775,2.839139478162484,2.7826420235435454,2.7334623405192,2.5767153368158073,2.539427806412791,2.4902923461192534,2.4114607767839003
Dim0 no_filter Motivational state 2,17.086329672098948,17.046181178007505,16.802867125738857,16.731151587142584,16.4353371490901,15.973987267919437,15.58108140873856,15.122075142499634,14.406684249182785,13.9324991899457
Dim0 alpha Motivational state 0,0.5917438329231188,0.4714044624012623,0.4346623922728321,0.30356019686368296,0.2753966704620668,0.26999364475138155,0.25516550510427527,0.2508054546995683,0.24687672364931965,0.24687323835250913
Dim0 alpha Motivational state 1,0.4780640049192486,0.38669506216058275,0.3440633160128216,0.22808535006118552,0.22217901433899004,0.21684648637675258,0.21425318653610606,0.21370708814764025,0.2084499895206322,0.2002926916053271
Dim0 alpha Motivational state 2,0.6301990542776491,0.5256958710671393,0.4248849197328357,0.42330943483510325,0.3606709305819712,0.330568780274687,0.28268659536266794,0.27931407989451656,0.27833863304449763,0.27066932770534796
Dim0 betta Motivational state 0,0.712635453366337,0.42757442627213404,0.32807512296697877,0.2940335485930972,0.2738470131825573,0.2642749450642018,0.25511198561910714,0.25213190642115946,0.2507611991735141,0.242948098780301
Dim0 betta Motivational state 1,0.6046558279590999,0.45781829190782225,0.2928077108963128,0.28119102322100675,0.2725190601475832,0.26787555899212867,0.2622199148459608,0.26053049774742437,0.25919909918701295,0.25876086502971335
Dim0 betta Motivational state 2,0.744947173775089,0.44635710099449316,0.4240565318330425,0.3330875580983526,0.26236404375987643,0.25831646970965655,0.2543065792603794,0.2542641044086885,0.25371345675300383,0.2533569119661289
Dim0 gamma Motivational state 0,0.7045073140521363,0.6681809065138439,0.6656183162918525,0.6490957853455744,0.6436088261199457,0.6427618488866519,0.6315803525180191,0.6309445558636073,0.6293841116525966,0.6290879863178251
Dim0 gamma Motivational state 1,0.5810322246869717,0.5567253962123314,0.5412476029114056,0.5370207751248618,0.5341398905461698,0.5252447118890858,0.5250467914850613,0.5244148227633294,0.520970013094518,0.5187128378658339
Dim0 gamma Motivational state 2,0.7081164542948071,0.6383139480147907,0.6210113615478804,0.6185126488851534,0.6087382775699711,0.6014076949946671,0.5958204165796367,0.5953012793920187,0.5951701500768466,0.5933966970208983
Dim1 no_filter Motivational state 0,0.443545837639876,0.3062187048933538,0.1635029927719147,0.16002999423941588,0.12065377411441913,0.11127310741371099,0.10745262181753956,0.09281753606520082,0.09101765064904122,0.08904868894376472
Dim1 no_filter Motivational state 1,0.19812888789840155,0.1927222877633019,0.18317611824024826,0.13654058819280923,0.09970142329268938,0.08273967460089016,0.05706767582342298,0.05613967790012708,0.056097479003857975,0.05142318424500392
Dim1 no_filter Motivational state 2,0.1544331694304466,0.05319817329643084,0.03961338511529666,0.039334550648667754,0.03367458036307003,0.02384737941000381,0.023059167560031124,0.020344692060992875,0.007593425335674198,0.0
Dim1 alpha Motivational state 0,0.030494273806715044,0.028801670306652594,0.02858742602895048,0.025196914137208787,0.0230524615704899,0.021569986036143046,0.020985565352967,0.02077487757123747,0.020036568856300147,0.018915733650436917
Dim1 alpha Motivational state 1,0.024545517885783213,0.020399831753962205,0.01931430093679848,0.017046208801220625,0.016537365208777327,0.013669089410715901,0.013496189924572383,0.013329448035844793,0.013268532995451221,0.012793650771694226
Dim1 alpha Motivational state 2,0.025580969273134385,0.02511925463184958,0.022713825285494815,0.01990300396389688,0.01978985957483098,0.018195207920558232,0.01796476873020747,0.017300189818469397,0.013592428713859656,0.01343367153100547
Dim1 betta Motivational state 0,0.07590465007916253,0.03211316124730512,0.030593949190840186,0.029984723063414154,0.02980000206448491,0.02956513088207774,0.028632919419952524,0.027983889453004368,0.025972313281959786,0.02573825908214497
Dim1 betta Motivational state 1,0.05292357763237557,0.013576057170387623,0.010831765669409632,0.01007748246177731,0.007971250004639163,0.007791731207048597,0.007704763268965464,0.007209437209648617,0.007016562030254581,0.006803480578435966
Dim1 betta Motivational state 2,0.09027345242231269,0.020698746901823023,0.02000506428179455,0.017599363575039606,0.017000908908142875,0.014821742641759728,0.013322954280432342,0.013090976305206115,0.012775671281422818,0.012257193262622895
Dim1 gamma Motivational state 0,0.08031560891614387,0.04359397194729231,0.040436632365989045,0.03863671655912981,0.03444775469382999,0.03245960164118222,0.03238587230405576,0.0313125226408173,0.02595650271335126,0.02474678056369528
Dim1 gamma Motivational state 1,0.06674953194169386,0.020008254620635435,0.017338502963818503,0.01698267542815446,0.016397403633834795,0.015711793720824707,0.01431519008974902,0.013541593071048297,0.01302233920960788,0.012115055244190931
Dim1 gamma Motivational state 2,0.06726247905053073,0.04197419507730615,0.03646348783690034,0.03550399726723408,0.03444813964266624,0.03158397452416528,0.02931901161918138,0.02867495879089632,0.02797039124088052,0.026887413673060245
