,Avg. life dim0,Avg. life dim1,Avg. midlife dim0,Avg. midlife dim1
Motivational state 0,0.8122673397609973,0.010812325184364079,0.40613366988049865,0.7354004147476918
Motivational state 1,0.8048221817874585,0.014707383172100071,0.40241109089372923,0.7943050742186615
Motivational state 2,0.9970714625174681,0.022403670775739373,0.49853573125873407,1.003667019934771
