,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,20.25501157570251,31.12632400714528,0.0,0.17608880815422978,0.17608880815422978
Motivational state 1,20.25501157570251,0.0,13.161841146776588,0.17608880815422978,0.0,0.10704926236147827
Motivational state 2,31.12632400714528,13.161841146776588,0.0,0.17608880815422978,0.10704926236147827,0.0
