,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,4.07287919703635,3.815352099244815,0.0,0.2194278844559605,0.20904892164866418
Motivational state 1,4.07287919703635,0.0,1.6585302399758177,0.2194278844559605,0.0,0.2194278844559605
Motivational state 2,3.815352099244815,1.6585302399758177,0.0,0.20904892164866418,0.2194278844559605,0.0
