,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.6697183797347859,0.6570995851428738,0.0,0.016017489349312464,0.03163348771227126
Motivational state 1,0.6697183797347859,0.0,0.46993493988882207,0.016017489349312464,0.0,0.03163348771227126
Motivational state 2,0.6570995851428738,0.46993493988882207,0.0,0.03163348771227126,0.03163348771227126,0.0
