,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.38988342708955015,0.48160598301513147,0.0,0.02753852231869358,0.02753852231869358
Motivational state 1,0.38988342708955015,0.0,0.5932641791159854,0.02753852231869358,0.0,0.02389259951843503
Motivational state 2,0.48160598301513147,0.5932641791159854,0.0,0.02753852231869358,0.02389259951843503,0.0
