,1,2,3,4,5,6,7,8,9,10
Dim0 no_filter Motivational state 0,0.6044685732596281,0.43005625219496607,0.42755031994730897,0.4234404507564677,0.4224938130748478,0.4157937060660224,0.4148224722043642,0.41347396774726913,0.41125025152697586,0.4052028106112454
Dim0 no_filter Motivational state 1,0.5774535754591059,0.4834865570775285,0.47237981275826324,0.4718632822928998,0.46735389044197545,0.45531564544868625,0.45435449927786103,0.4470787627947507,0.4416150190880359,0.2818110841867893
Dim0 no_filter Motivational state 2,0.6015611314735596,0.46355494113598383,0.4633082335668855,0.45776200206451645,0.4534492021460113,0.42536661537475556,0.42312762568679224,0.42049541659229417,0.41958389729747775,0.3283215063623243
Dim0 alpha Motivational state 0,0.1669293741136458,0.13420825162863925,0.12805966972097108,0.12000016814906125,0.10471716803807066,0.10002156296310508,0.09797304814618218,0.09297042748446015,0.0824293450006643,0.07910019221728588
Dim0 alpha Motivational state 1,0.18432145439155742,0.14888667580035758,0.13122218391800336,0.1026882066402659,0.09790425066692225,0.08289762333843219,0.07795301255871635,0.07708508656108769,0.07366056009093108,0.07299793185220663
Dim0 alpha Motivational state 2,0.1586321348154115,0.1288061861453557,0.11964689286663154,0.10968595786470284,0.10605702004020132,0.09820822189965724,0.0882093675765957,0.07930575606533176,0.07313619852804704,0.06766018813357559
Dim0 betta Motivational state 0,0.19145635041167794,0.14446563933510762,0.13338843802637543,0.1128240387613031,0.1103139993309739,0.10544541972952462,0.10526643415880511,0.09909444770694881,0.09210182523506563,0.09204934722520024
Dim0 betta Motivational state 1,0.19543331864455338,0.11929236721389838,0.10471753393728772,0.10469875072475625,0.10104379218791996,0.09978192007736189,0.09737469268854343,0.09330060203277972,0.08510072557329705,0.0814350338505831
Dim0 betta Motivational state 2,0.18597018835108406,0.117110656093112,0.1157768718785299,0.094494036190843,0.09420714983477355,0.09327644741064002,0.09236511954227113,0.09235972776973181,0.08394444511452377,0.07850878908344068
Dim0 gamma Motivational state 0,0.23385118630793245,0.2047297867490138,0.20336967915328982,0.20305364656200864,0.20295645338512833,0.1752865691383006,0.17483793204366027,0.1725751147449184,0.17190110668207897,0.1452793879523323
Dim0 gamma Motivational state 1,0.24208106125589562,0.2147110704468389,0.21314662663079176,0.21082593079163234,0.2076636268140327,0.18162941709473554,0.18122796238317138,0.1799774710138887,0.17567226938404326,0.10522155788361613
Dim0 gamma Motivational state 2,0.22444632128467348,0.2015757612570219,0.19764088259856888,0.19685478647586035,0.19294955627534122,0.18554274301772103,0.18516779532508568,0.18377607816649225,0.1830579340347997,0.087467534857641
Dim1 no_filter Motivational state 0,0.06309606289524278,0.03772838658427424,0.029446821955625202,0.02739607612719014,0.026339561155082958,0.02380884052061305,0.021105390095089605,0.021100159126731688,0.020386275939094034,0.019076021839288082
Dim1 no_filter Motivational state 1,0.056987122176247684,0.05512644564343183,0.05251095218251167,0.04390901967014571,0.035391299070644866,0.034048007510799116,0.028162858290455728,0.024658478604384138,0.02343332556560973,0.01848667509107188
Dim1 no_filter Motivational state 2,0.05539357391411337,0.05269260640829232,0.04479510462486236,0.04052173172743445,0.03598119025817892,0.03245693646628223,0.027819999728887046,0.025994585929951353,0.02391197893385033,0.02324362177741532
Dim1 alpha Motivational state 0,0.0032439491989737015,0.0029755024472903346,0.00271277441180685,0.0025937289163531184,0.0022259872993468377,0.0021146941484725817,0.001866536355133619,0.0018452968328859683,0.0018337610130795025,0.0018281756943778378
Dim1 alpha Motivational state 1,0.004397609514497098,0.003199969542495424,0.0029252477313920743,0.0027951755007826103,0.0023728139732345395,0.0022917130203301446,0.0019719709665087723,0.0019023542409835632,0.0014403494231151233,0.0013704931486015533
Dim1 alpha Motivational state 2,0.012433176221825187,0.004591446789566474,0.0024196739734776464,0.002409532681651415,0.002009560105199197,0.0019691340389362127,0.0019626131334989326,0.0019165406963125645,0.0014767331022653533,0.0014752238618940434
Dim1 betta Motivational state 0,0.014317840354373376,0.002873218429187238,0.002561173920420441,0.00244318422048926,0.001134964769246502,0.0008964118615963704,0.0007206104588558318,0.0007071960563682436,0.0005282981509970395,0.0004944195312322104
Dim1 betta Motivational state 1,0.006053478169006303,0.005627718106053385,0.0051027602095969,0.004184160637718738,0.0041793907086805915,0.0036245272869560724,0.0019080858396449962,0.0013752788977368854,0.00132383124061344,0.0011069029360171057
Dim1 betta Motivational state 2,0.015661800109173826,0.014525316577337515,0.011295254606085534,0.006532358791362464,0.004467149731774166,0.004122972986984361,0.0017217778978659004,0.0017012102306383226,0.0013483454650748926,0.0012716107817329833
Dim1 gamma Motivational state 0,0.011978451881652113,0.003966693115597525,0.0036158086428634967,0.0023867787151418407,0.0014943269767644929,0.0012813042849458278,0.0012811222792132454,0.0012627176102152637,0.0010759334744155774,0.0009802833359044347
Dim1 gamma Motivational state 1,0.008607969617967864,0.00620628915580157,0.004512261367811951,0.004050920654647058,0.002065438789000139,0.0019310223140890717,0.0018355749370467661,0.001808140119418787,0.0018079047015653327,0.0014575264472585572
Dim1 gamma Motivational state 2,0.016212500166013166,0.014660507308970755,0.012442928591763464,0.011188776984232318,0.006235688440159398,0.00521763957329846,0.002125898291983737,0.002038060473546755,0.0014060392984812861,0.001354696353936341
