,Avg. life dim0,Avg. life dim1,std lifedim0,stdlife dim1,Avg. midlife dim0,Avg. midlife dim1,std midlifedim0,stdmidlife dim1
Motivational state 0,0.07851562589792874,0.001983425465617727,0.05829695796381464,0.0010717793135998257,0.03925781294896437,0.065099099892965,0.02914847898190732,0.009846641636074262
Motivational state 1,0.2623081290412958,0.007740269391525154,0.1300290202569172,0.004697546918560214,0.1311540645206479,0.22593904263893097,0.0650145101284586,0.06227789246479184
Motivational state 2,0.09159449760610881,0.004448771462412501,0.06676730474447842,0.0033598493481894727,0.045797248803054406,0.09034413158076712,0.03338365237223921,0.03899012195053274
