,Avg. life dim0,Avg. life dim1,std lifedim0,stdlife dim1,Avg. midlife dim0,Avg. midlife dim1,std midlifedim0,stdmidlife dim1
Motivational state 0,1.020863699095063,0.009188667854314516,1.6142692482012677,0.035033263360238404,0.5104318495475315,0.6621924344493332,0.8071346241006339,0.5186243373624956
Motivational state 1,1.4350906620915103,0.01296717029191085,1.7370475401856866,0.0429768830770687,0.7175453310457551,0.9323416536473889,0.8685237700928433,0.6799629015396276
Motivational state 2,2.1877961069947847,0.004859797870078164,1.1026218793772364,0.0040717617569003455,1.0938980534973923,1.5650155215159107,0.5513109396886182,0.37654770813990346
