,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.23286320706311725,0.639294121288664,0.0,0.004792286594388073,0.004792286594388073
Motivational state 1,0.23286320706311725,0.0,0.729977399748583,0.004792286594388073,0.0,0.0016714809174763756
Motivational state 2,0.639294121288664,0.729977399748583,0.0,0.004792286594388073,0.0016714809174763756,0.0
