,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.06779545847657545,0.09034954276931254,0.0,0.007410539387408488,0.004386469436291729
Motivational state 1,0.06779545847657545,0.0,0.03622255769058791,0.007410539387408488,0.0,0.007410539387408488
Motivational state 2,0.09034954276931254,0.03622255769058791,0.0,0.004386469436291729,0.007410539387408488,0.0
