,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,0.06182872408806632,0.0949565562471166,0.0,0.0014052865324224034,0.0038984552369605158
Motivational state 1,0.06182872408806632,0.0,0.13410527912729858,0.0014052865324224034,0.0,0.0038984552369605158
Motivational state 2,0.0949565562471166,0.13410527912729858,0.0,0.0038984552369605158,0.0038984552369605158,0.0
