,Avg. life dim0,Avg. life dim1,std lifedim0,std life dim1,persistent entropy dim0,persistent entropy dim1,Avg. midlife dim0,Avg. midlife dim1,std midlifedim0,std midlife dim1
alpha Motivational state 0,2.191843354541473,11.246243878659223,1.4013716599267758,0.06111500922918292,1.4013716599267758,4.805336726982035,1.0959216772707365,5.623121939329612,0.7006858299633879,1.4217559754291589
alpha Motivational state 1,2.214486581285609,11.90286537441015,0.6138655947549586,0.03160292353313414,0.6138655947549586,4.220777047652319,1.1072432906428045,5.951432687205075,0.3069327973774793,0.3638588238014708
alpha Motivational state 2,2.1417186224125295,10.371693553480902,1.2989321235243823,0.06285196832284805,1.2989321235243823,4.945847950408078,1.0708593112062648,5.185846776740451,0.6494660617621911,1.525522181827554
betta Motivational state 0,2.993609966692139,58.64754071110509,1.6651282273987618,0.07498831190470105,1.6651282273987618,2.886285124179597,1.4968049833460695,29.323770355552544,0.8325641136993809,1.4200802626699687
betta Motivational state 1,2.9000531483663563,89.07306098553808,0.89641126787117,0.010447529357799756,0.89641126787117,2.534604783761683,1.4500265741831782,44.53653049276904,0.448205633935585,0.5354266830363568
betta Motivational state 2,2.958617383449117,127.51640922665695,1.7438779353070004,0.2062380407814397,1.7438779353070004,0.9688977926184412,1.4793086917245586,63.75820461332847,0.8719389676535002,2.2564532726655124
gamma Motivational state 0,3.720494598243791,267.2555286405123,1.5261789749949484,0.22949651835426105,1.5261789749949484,1.7385564263841,1.8602472991218955,133.62776432025615,0.7630894874974742,2.368517492088725
gamma Motivational state 1,3.9079241230493937,140.03394774260326,1.4079401564978267,0.016952795297803174,1.4079401564978267,2.0295288900624957,1.9539620615246969,70.01697387130163,0.7039700782489133,0.01793395974724077
gamma Motivational state 2,3.5542597603837205,191.48574459067294,1.5098833627011439,0.04814683557016494,1.5098833627011439,1.8371898201960484,1.7771298801918602,95.74287229533647,0.7549416813505719,1.2376685501344944
no_filter Motivational state 0,10.571594225582492,207.10714141936612,6.375879724561467,0.06922551221137305,6.375879724561467,3.83616388540977,5.285797112791246,103.55357070968306,3.1879398622807336,2.2860410515497094
no_filter Motivational state 1,12.837317619530806,306.66925424434703,10.184484375482139,0.094278342679064,10.184484375482139,2.677783237284987,6.418658809765403,153.33462712217352,5.0922421877410695,1.3515476925722478
no_filter Motivational state 2,10.08034470828804,111.40073254543961,5.441431120987714,0.04008588985733171,5.441431120987714,4.676220783984267,5.04017235414402,55.700366272719805,2.720715560493857,6.907860960815839
