,1,2,3,4,5,6,7,8,9,10
Dim0 no_filter Motivational state 0,0.22308977124623688,0.21687622837350778,0.21107050797181479,0.2101809117608977,0.2089957736281037,0.20831938111601486,0.20634426366688152,0.20597216486522188,0.20000478661102455,0.19898653591645873
Dim0 no_filter Motivational state 1,0.20883017798003917,0.19753897281602772,0.1937316087496701,0.19173720845395173,0.18071741576546715,0.1791674160600863,0.1759180006239223,0.17351410020505761,0.1661725315048844,0.1632521505782519
Dim0 no_filter Motivational state 2,0.39151929917424105,0.3889195399956072,0.3799838147671451,0.3621496466147582,0.35800391143110666,0.3543351819606208,0.33980032788956677,0.3389192120379869,0.3277833046316964,0.3254237006914665
Dim0 alpha Motivational state 0,0.03613217513648743,0.03404142334732153,0.03361050969562366,0.03302534324984597,0.03296009227760788,0.029879255509924554,0.02839729855149388,0.028223636430657333,0.02677737202938027,0.025928404758027337
Dim0 alpha Motivational state 1,0.03106654179730903,0.03048612092316754,0.030437056526952787,0.02939549576138867,0.028069167078197028,0.025437404961177048,0.02233209204753466,0.02202025170006611,0.021999611339852017,0.021807385708453506
Dim0 alpha Motivational state 2,0.06216405774317339,0.05678713141248144,0.05195759893705831,0.04697264243728368,0.043206021676548585,0.04019343618320831,0.033394792671368814,0.031159923761466313,0.030902106087197567,0.030631790535837138
Dim0 betta Motivational state 0,0.04858795381814472,0.03434059919542114,0.03324397415445022,0.03208445219214561,0.02850526465284156,0.02706457044715191,0.02701524879286065,0.026261438780443607,0.02596365814621152,0.02591551253623033
Dim0 betta Motivational state 1,0.044649436976657984,0.03150760920330891,0.03119824427092936,0.029499636486717558,0.02654662112809476,0.023911985571812802,0.023718514503740802,0.023658692914396626,0.02331434855093632,0.02328788612501162
Dim0 betta Motivational state 2,0.0723787677046739,0.05720789312997777,0.04163358159248951,0.03774352005892308,0.03581562899424068,0.03306863793556815,0.032974605594103465,0.03286499202340987,0.03253548522903847,0.032459171930012
Dim0 gamma Motivational state 0,0.04750667870338882,0.044292488668200805,0.042052590772793656,0.041669096192895445,0.04165455284212051,0.041427508430017294,0.04124244293775299,0.04104976939943796,0.04095004533966447,0.04089952109253468
Dim0 gamma Motivational state 1,0.03889993377418035,0.03820611745081121,0.037976460930540364,0.03756858916722894,0.036953189786643824,0.03687093220212873,0.03681282920669179,0.03679770787783487,0.036551763228736,0.036372377490028494
Dim0 gamma Motivational state 2,0.07679701950866419,0.07556114081021768,0.07476612562111731,0.07355820425546487,0.0707786529593894,0.06992018065194745,0.06991245035100933,0.06990739310998649,0.06966441797783884,0.06857335397194793
Dim1 no_filter Motivational state 0,0.010427194197257766,0.009224656183196928,0.008961587758001072,0.008271078218428887,0.008113269464480793,0.007986959662292237,0.007093553622322335,0.007070854993187423,0.006511658841879653,0.0063125877638648825
Dim1 no_filter Motivational state 1,0.013542451387896753,0.011345029399282627,0.008951771485390711,0.00889723761428586,0.008405271148123852,0.008207355834523755,0.007910466226092594,0.007839332697225254,0.007156635696088889,0.007119772279809727
Dim1 no_filter Motivational state 2,0.021264244530760312,0.015094696355990367,0.011150238024975584,0.010174153653566054,0.010027457644805171,0.009969965178456774,0.009772596945096218,0.009522922477343598,0.009082767400899638,0.008395845191061568
Dim1 alpha Motivational state 0,0.001763271822630301,0.0016349970913951337,0.0016036420615904295,0.0014413799059886725,0.0014009257893250436,0.0012231983483934998,0.0011313400922270712,0.0009259876453298066,0.0007317166787914504,0.000716321485959192
Dim1 alpha Motivational state 1,0.0017433766784440904,0.0016609717112373093,0.0016252892725459114,0.0016175086072584936,0.0015726228322018934,0.0014723810040982513,0.0014595243209316218,0.0012950303785506725,0.0012755987222858207,0.0012300842831409406
Dim1 alpha Motivational state 2,0.0022377354849086525,0.0021886469156538746,0.00179062727555597,0.0017416665323883168,0.001675535209805644,0.0015919820284116572,0.0015566250998936791,0.001478396859826335,0.0014663194928160386,0.0013894424206734035
Dim1 betta Motivational state 0,0.0021134563542828735,0.0016946226122031526,0.0014461942745635746,0.0014053951760088224,0.0013784643568471935,0.0013558817353849992,0.0013248456911406671,0.0013130280629654566,0.0012717987829242265,0.001259668005777509
Dim1 betta Motivational state 1,0.0017464578940895557,0.001579120164717545,0.0013481018755634178,0.0012611146442748113,0.001137635276259704,0.0010292568073079073,0.0009581765332796338,0.0008517276875904777,0.0008506787477738156,0.0008458562131234866
Dim1 betta Motivational state 2,0.0023068458900201566,0.0022044137805071473,0.001948574159769012,0.0018417080313900616,0.0018416799743811649,0.0017937446807086421,0.001775879926646566,0.0017501997111916134,0.0017236027655072456,0.0017053535399618944
Dim1 gamma Motivational state 0,0.007465497045487539,0.006977547866256699,0.006948980682482321,0.006777303692020856,0.00653198297088755,0.006512921797826997,0.006157334282630371,0.005607112064768376,0.005439682247709236,0.005364838118273076
Dim1 gamma Motivational state 1,0.007116393507654126,0.006881558788693752,0.006215394950052577,0.006179630145634614,0.005439463127396363,0.005317501360632533,0.005256082209549907,0.005163875856068173,0.005097468051859948,0.005077233296040484
Dim1 gamma Motivational state 2,0.006312477206192907,0.005870529855711092,0.005684702092891472,0.004825301067015009,0.004806844268475226,0.004770928683143709,0.004737579607543459,0.0047182226383090525,0.0043855420657794575,0.0035590298303365825
