,Avg. life dim0,Avg. life dim1,std lifedim0,stdlife dim1,Avg. midlife dim0,Avg. midlife dim1,std midlifedim0,stdmidlife dim1
Motivational state 0,0.08954619417884892,0.003038019711526334,0.05103150761165632,0.0025534158250666,0.04477309708942446,0.07168592654881194,0.02551575380582816,0.029094604221392515
Motivational state 1,0.1041567081356924,0.0035552342888398483,0.04413753680495436,0.0037905379559328603,0.0520783540678462,0.1185224857467882,0.02206876840247718,0.04091823197445054
Motivational state 2,0.08175833138737049,0.0024271677816840357,0.042330926519907545,0.0009898006500291827,0.04087916569368524,0.08130762208215232,0.021165463259953773,0.0024040871293846996
