,Avg. life dim0,Avg. life dim1,Avg. midlife dim0,Avg. midlife dim1
Motivational state 0,0.06306583539127324,0.0006910901896602399,0.03153291769563662,0.06068389069831408
Motivational state 1,0.060686274850495305,0.0006142472586412997,0.030343137425247652,0.06100557513658984
Motivational state 2,0.07084082272835678,0.0013579498955264334,0.03542041136417839,0.07089349551415416
