,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,14.234181658898475,6.508978151572345,0.0,0.06836648307429538,0.06836648307429538
Motivational state 1,14.234181658898475,0.0,8.724897184594766,0.06836648307429538,0.0,0.06687695873701749
Motivational state 2,6.508978151572345,8.724897184594766,0.0,0.06836648307429538,0.06687695873701749,0.0
