,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,3.4451285630910435,3.4451285630910435,0.0,0.02224397492950203,0.05516168684226641
Motivational state 1,3.4451285630910435,0.0,0.7914461308850742,0.02224397492950203,0.0,0.05516168684226641
Motivational state 2,3.4451285630910435,0.7914461308850742,0.0,0.05516168684226641,0.05516168684226641,0.0
