,M0 dimension 0,M1 dimension 0,M2 dimension 0,M0 dimension 1,M1 dimension 1,M1 dimension 2
Motivational state 0,0.0,2.2628309153766963,1.062612912889696,0.0,0.026735009808419585,0.05782901233352877
Motivational state 1,2.2628309153766963,0.0,1.4600833026797462,0.026735009808419585,0.0,0.05782901233352877
Motivational state 2,1.062612912889696,1.4600833026797462,0.0,0.05782901233352877,0.05782901233352877,0.0
